X,Y,id,Nombre,icon_url
-85.4293443211023,10.3639465713211,,,./0.png
-85.4125446769626,10.0469210286835,,Matambu,./0.png
-85.3838227047236,10.0664302928458,,Matina,./0.png
-85.3919515647913,10.0935264930713,,Obispo,./0.png
-85.3664811365794,10.0929845690667,,S. Joaquin,./0.png
-85.3301722282773,10.0962361130938,,La Mansion,./0.png
-85.2716444357903,10.1162873012606,,La Vigia,./0.png
-85.2608059557001,10.1352546414184,,Astillero,./0.png
-85.2445482355649,10.1227903893147,,P. Jesus,./0.png
-85.4781174815081,10.0778106969405,,Dulce Nombre,./0.png
-85.3567265044982,10.0103411583792,,Las Huacas,./0.png
-85.2683928917633,10.0276827265235,,Sta Rita,./0.png
-85.2207035793665,10.0488177626993,,San Pablo,./0.png
-85.2039039352267,10.0265988785144,,Carmona,./0.png
